ï»¿id,clee,nom_estab,raz_social,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,nom_CenCom.1,cod_postal,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,cve_entidad_fk,cve_municipio_fk,codigo_act,Unnamed: 37
10887251,02001811111009271000000000U8,TALLER SIN NOMBRE,,0 a 5 personas,CALLE,NINGUNO,CALLE,NINGUNO,CALLE,MONTE,CALLE,NINGUNO,0.0,SN,,,,,COLONIA,VILLAS DEL ROBLE,,,,22842.0,219,5,,,,Fijo,31.85838798,-116.548365,2024-11,2,1,811111,
9403166,02001811111008221000000000S4,TALLER SOCIEDAD COPERATIVA DE TRANSPORTES,TALLER DE LA SOCIEDAD COOPERATIVA DE TRANSPORTES SC DE RL DE CV,0 a 5 personas,BOULEVARD,GERANIOS,CALLE,M,CALLE,K,CALLE,F,339.0,,,,,,COLONIA,EJIDO RUIZ CORTINES,,,,22810.0,7714,1,,,,Fijo,31.89004926,-116.5920794,2023-11,2,1,811111,
72765,02001811121000501000000000U6,TALLER TOBYS,,0 a 5 personas,CALLE,OCTAVA,AVENIDA,ALVARADO,AVENIDA,BLANCARTE,CALLE,SEPTIMA,958.0,,,,0.0,,COLONIA,22860,,,,22800.0,666,15,,FACTURACIONTOBY@GMAIL.COM,,Fijo,31.86877973,-116.6190472,2010-07,2,1,811121,
6908234,02001811312000811000000000U4,TALLER TORNO SOLDADURA,,0 a 5 personas,CALLE,11,CALLE,TEPIC,CALLE,JALAPA,CALLE,VILLAHERMOSA,100.0,4,,,0.0,,COLONIA,REVOLUCION,,,,22810.0,685,8,,MAQUINADOSPARRA@GMAIL.COM,,Fijo,31.87190326,-116.5908805,2019-11,2,1,811312,
67383,02001811121001593000000000U2,TALLER UNIVERSAL,,11 a 30 personas,CALLE,JUAN RODRIGUEZ CABRILLO,AVENIDA,RAYON,AVENIDA,ITURBIDE,AVENIDA,ADOLFO LOPEZ MATEOS,1762.0,,,,0.0,,COLONIA,OBRERA,,,,22830.0,076A,27,,,,Fijo,31.85884899,-116.6121515,2010-07,2,1,811121,
96403,02001811121001631000000000U0,TALLER UNIVERSAL,,0 a 5 personas,CALLE,JUAN RODRIGUEZ CABRILLO,AVENIDA,RAYON,AVENIDA,JUAN ALDAMA,CALLE,TERCERA,1851.0,,,,,,FRACCIONAMIENTO,GRANADOS,,,,22830.0,076A,15,,,,Fijo,31.85848893,-116.6109038,2014-12,2,1,811121,
7155836,02001811314000121000000000U4,TALLER UNIVERSAL DE REFRIGERACION,,0 a 5 personas,CALLE,CALAFIA,AVENIDA,BAHIA SANTA MARIA,PRIVADA,BAHIA CAMALU,CALLE,BAHIA DEL DESCANSO,0.0,SN,,,0.0,,COLONIA,AMPLIACIÃN POPULAR 89,,,,22812.0,8106,9,6462271800.0,,,Fijo,31.89514963,-116.5682866,2019-11,2,1,811314,
11539681,02001811111008501000000000U9,TALLER VARGAS,,0 a 5 personas,AVENIDA,IGNACIO ALDAMA,CALLE,SEXTA,CALLE,CUARTA,AVENIDA,VICENTE GUERRERO,0.0,SN,,,,,PUEBLO,SAN VICENTE,,,,22900.0,820A,12,,,,Fijo,31.32218369,-116.2468492,2024-11,2,1,811111,
71808,02001811312000141000000000U6,TALLER VILLAVICENCIO,,0 a 5 personas,CALZADA,CALZADA DE LAS AGUILAS,AVENIDA,MEXICO,AVENIDA,ANDRES QUINTANA ROO,BOULEVARD,EMILIO CARRANZA,0.0,SN,,,,,COLONIA,AVIACION,,,,22840.0,7841,29,,KVILLAVICENCIO27@GMAIL.COM,,Fijo,31.86461896,-116.5946899,2010-07,2,1,811312,
9596378,02001811192003381000000000U1,TALLER Y CAR WASH CASTRO,,0 a 5 personas,CALLE,CALLE DEL FRESNO,CALLE,NINGUNO,CALLE,ZIRCONIA II,CALLE,AMBAR,0.0,SN,,,,,COLONIA,LOS ENCINOS,,,,22819.0,140A,10,,,,Fijo,31.91233377,-116.5992707,2024-11,2,1,811192,
56223,02001811121000491000000000U0,TALLER Y CARROCERIA PINTURA GUTIERREZ,,0 a 5 personas,CALLE,NABOR MACIEL,CALLE,PASEO DE LAS BALLENAS,BOULEVARD,GRISELDA CAMACHO,CALLE,SONORA,0.0,SN,,,0.0,,COLONIA,LOMAS DE SAN FERNANDO,,,,22785.0,9640,26,6461603230.0,,,Fijo,31.7757621,-116.5818286,2010-07,2,1,811121,
11153054,02001811410001471000000000U8,TALLER Y COMPOSTURA DE LAVADORAS,,0 a 5 personas,AVENIDA,LAGO MICHIGAN NORTE,CALLE,LAGO MICHIGAN SUR,CALLE,LAGO BALJASH,AVENIDA,LAGO MICHIGAN NORTE,114.0,,,,,,COLONIA,VILLA COLONIAL,,,,22890.0,7502,23,6461134729.0,,,Fijo,31.82647269,-116.5837262,2024-11,2,1,811410,
64018,02001811191001671000000000U9,TALLER Y LLANTERA,,0 a 5 personas,AVENIDA,PEDRO LOYOLA,CALLE,FLORESTA,AVENIDA,LAS PALMAS,CALLE,BAHIA MAGDALENA,0.0,SN,,,,,COLONIA,PLAYA HERMOSA,,,,22890.0,929,44,,,,Fijo,31.83312523,-116.6056905,2010-07,2,1,811191,
150669,02001811111001811000000000U9,TALLER ZAMORA,,0 a 5 personas,AVENIDA,REVOLUCION,CALLE,RODOLFO SANCHEZ TABOADA,CALLE,FRANCISCO VILLA,CALLE,VICENTE GUERRERO,760.0,,,,0.0,,PUEBLO,MANEADERO,,,,22790.0,6059,10,6461999499.0,,,Fijo,31.72597164,-116.5701224,2010-07,2,1,811111,
9061677,02001811493000611000000000U6,TALLERE DE BICICLETAS EL COLIMA,,0 a 5 personas,CALZADA,CORTEZ,CALLE,QUINTA,CALLE,CUARTA,AVENIDA,EUSEBIO FRANCISCO KINO,2117.0,,,,0.0,,COLONIA,LOS MAESTROS,,,,22840.0,789,46,,,,Fijo,31.86327552,-116.5855797,2019-11,2,1,811493,
75806,02001811211000331000000000U7,TANMAR ELCTRONICA MARINA,,0 a 5 personas,AVENIDA,RIVEROLL,CALLE,10,CALLE,NOVENA,AVENIDA,MIRAMAR,991.0,A,,,0.0,A,COLONIA,22820,,,,22800.0,581,19,6469476530.0,TANMAR06@PRODIGY.NET.MX,,Fijo,31.87119825,-116.6197492,2010-07,2,1,811219,
10461360,02001811122000231000000000U8,TAPICERIA,,0 a 5 personas,CALLE,MANZANO,CALLE,D,PRIVADA,FRESNO 4,CALLE,FRESNO,0.0,SN,,,,,COLONIA,GRANJAS EL GALLO,,,,22880.0,7907,14,6161458371.0,,,Fijo,31.85897321,-116.5711927,2024-11,2,1,811122,
135192,02001811420000051000000000U8,TAPICERIA 20 0 0,,0 a 5 personas,CALLE,RIO BRAVO,CALLE,FRANCISCO I. MADERO,AVENIDA,BRONCE,CALLE,RIO BRAVO,189.0,,,,0.0,,COLONIA,PIEDRAS NEGRAS,,,,22830.0,7752,30,,,,Fijo,31.8764603,-116.5937399,2010-07,2,1,811420,
96485,02001811122000101000000000U3,TAPICERIA 70,,0 a 5 personas,AVENIDA,ITURBIDE,CALLE,OCTAVA,CALLE,NOVENA,AVENIDA,MIGUEL HIDALGO Y COSTILLA,1688.0,,,,0.0,,COLONIA,OBRERA,,,,22830.0,736,34,6461764460.0,,,Fijo,31.86626406,-116.609331,2014-12,2,1,811122,
6470921,02001811420000561000000000U6,TAPICERIA BACHY,,0 a 5 personas,CALLE,KM 10,AVENIDA,EDUARDO GOMEZ,AVENIDA,PEDRO MARTINEZ FISHER,CALLE,PRIMERA,0.0,SN,,,0.0,,EJIDO,CORONEL ESTEBAN CANTU,,,,22794.0,6538,10,6461509768.0,,,Fijo,31.70766937,-116.6449643,2016-01,2,1,811420,
9671207,02001811122000221000000000U9,TAPICERIA BECERRA,,0 a 5 personas,AVENIDA,GREGORIO TORRES QUINTERO,CALLE,CUARTA,CALLE,QUINTA,CALZADA,CALZADA DE LAS AGUILAS,2181.0,,,,,,COLONIA,LOS MAESTROS,,,,22840.0,789,11,,,,Fijo,31.86537332,-116.5844781,2024-11,2,1,811122,
9780575,02001811122000241000000000U7,TAPICERIA CABRITOS,,0 a 5 personas,AVENIDA,RIVEROLL,CALLE,NOVENA,CALLE,OCTAVA,AVENIDA,ALVARADO,886.0,,,,,,COLONIA,22860,,,,22800.0,666,5,6462272345.0,,,Fijo,31.87022562,-116.6200447,2024-11,2,1,811122,
6908599,02001811122000161000000000U1,TAPICERIA CALIFORNIA TAPICERIA CALIFORNIA,,0 a 5 personas,CALLE,DELANTE EL ROSARIO,CALLE,QUINTA,CALLE,SEXTA,AVENIDA,ARTICULO 123,2217.0,,,,6.0,,COLONIA,HIDALGO,,,,22880.0,863,40,6461212220.0,,,Fijo,31.85438424,-116.5817486,2019-11,2,1,811420,
71802,02001811420000121000000000U9,TAPICERIA CARRANZA,,0 a 5 personas,AVENIDA,MEXICO,BOULEVARD,EMILIO CARRANZA,CALLE,CORAL,AVENIDA,ANDRES QUINTANA ROO,1649.0,,,,0.0,,COLONIA,AVIACION,,,,22840.0,7841,28,,TAPICERIACARRANZA@HOTMAIL.COM,,Fijo,31.86566076,-116.5946349,2010-07,2,1,811420,
7812452,02001811122000191000000000U4,TAPICERIA CIMARRON,,0 a 5 personas,AVENIDA,RIVEROLL,CALLE,NOVENA,CALLE,OCTAVA,AVENIDA,ALVARADO,838.0,,,,0.0,,COLONIA,22860,,,,22800.0,666,5,6461603206.0,,,Fijo,31.86979229,-116.6202569,2019-11,2,1,811122,
94133,02001811420000511010000000U1,TAPICERIA CORONA,,0 a 5 personas,CALLE,OCTAVA,AVENIDA,RIVEROLL,AVENIDA,ALVARADO,CALLE,NOVENA,803.0,,,,0.0,,COLONIA,22860,,,,22800.0,666,5,6461176154.0,MANUELMENDIOLA1973@GMAIL.COM,,Fijo,31.86940237,-116.6201785,2014-12,2,1,811122,
11364285,02001811111008271000000000U9,TAPICERIA DANY,,0 a 5 personas,CALLE,MARIANO ARISTA,CALLE,NINGUNO,CALLE,PASEO PINO SUAREZ,CALLE,MANUEL AVILA CAMACHO,406.0,,,,,,COLONIA,VILLAS DEL PRADO DOS,,,,22819.0,98,23,,DANNIISAIAS@GMAIL.COM,,Fijo,31.91899689,-116.5894344,2024-11,2,1,811111,
93887,02001811420000411000000000U4,TAPICERIA DE LA GARZA,,0 a 5 personas,AVENIDA,GASTELUM,CALLE,PRIMERA (ADOLFO LOPEZ MATEOS),CALLE,VIRGILIO URIBE,AVENIDA,MIRAMAR,40.0,,,,,,ZONA COMERCIAL,22800,,,,22800.0,717,17,6461344314.0,,,Fijo,31.8634797,-116.6284182,2014-12,2,1,811420,
72807,02001811420000081010000000U5,TAPICERIA DINOS,,0 a 5 personas,CALLE,NOVENA,AVENIDA,ALVARADO,AVENIDA,BLANCARTE,CALLE,OCTAVA,821.0,,,,0.0,,COLONIA,22860,,,,22800.0,666,4,,,,Fijo,31.86980378,-116.6184725,2010-07,2,1,811122,
11545629,02001811420000821000000000U4,TAPICERIA EDUARDOS,,0 a 5 personas,CALLE,ESMERALDA,CALLE,PASEO COSTA BELLA,ANDADOR,3,ANDADOR,3,69.0,,,,0.0,,COLONIA,COSTA BELLA,,,,22898.0,7926,12,,,,Fijo,31.84923302,-116.5851897,2024-11,2,1,811420,
11530676,02001811122000111000000000U2,TAPICERIA EL POLY,,0 a 5 personas,AVENIDA,GENERAL EMILIANO ZAPATA,CALLE,CUAUHTEMOC,CALLE,AQUILES SERDAN,AVENIDA,FRAY JUNIPERO SIERRA,323.0,,,,,,EJIDO,LA MISION,,,,22765.0,6237,4,6461368433.0,,,Fijo,32.0926386,-116.8532738,2024-11,2,1,811122,
8345816,02001466311000471000000000U7,TAPICERIA ENSENADA,,0 a 5 personas,CALLE,NOVENA,AVENIDA,ITURBIDE,AVENIDA,MIGUEL HIDALGO Y COSTILLA,CALLE,DECIMA,1621.0,,,,0.0,,COLONIA,OBRERA,,,,22830.0,736,51,6461981678.0,,,Fijo,31.86684255,-116.6102456,2019-11,2,1,811420,
134610,02001811122000071000000000U8,TAPICERIA EXPRESS,,0 a 5 personas,CALLE,MEXICO,CALLE,NUEVE,CALLE,10,AVENIDA,16 DE SEPTIEMBRE,688.0,,,,0.0,,COLONIA,16 ULBRICH,,,,22830.0,740,20,6461366293.0,,,Fijo,31.86709758,-116.6046336,2010-07,2,1,811122,
94466,02001812110012531010000000U1,TAPICERIA GASTELUM,,0 a 5 personas,AVENIDA,AMBAR,AVENIDA,LOS OLIVOS,AVENIDA,AVENIDA DE LOS EUCALIPTOS,CALLE,CALLE DE LOS GERANIOS,79.0,,,,,,COLONIA,VALLE VERDE,,,,22839.0,7733,15,6461930835.0,6461930835CARLOS@GMAIL.COM,,Fijo,31.88351575,-116.6072445,2014-12,2,1,811420,
6908884,02001238190000061000000000U1,TAPICERIA INNOVA,,0 a 5 personas,CALLE,SALAMANCA,CALLE,PASEO DEL REAL,PRIVADA,SALERNO,CALLE,SALAMANCA,257.0,,,,0.0,,COLONIA,VILLAA VII,,,,22785.0,973A,1,6462237673.0,,,Fijo,31.77078693,-116.5613856,2019-11,2,1,811420,
6422826,02001811111003711010000000U9,TAPICERIA JUAREZ,,0 a 5 personas,AVENIDA,NIÃOS HEROES,CALLE,SEPTIMA (PERIFERICO),CALLE,SEXTA,AVENIDA,18 DE MARZO,206.0,,,,0.0,,COLONIA,HIDALGO,,,,22880.0,863,9,6461189531.0,,,Fijo,31.85795662,-116.5801787,2010-07,2,1,811420,
11419208,02001811420000811000000000U5,TAPICERIA KORA,,0 a 5 personas,CALLE,DELANTE EL ROSARIO,AVENIDA,A,AVENIDA,MEXICO,CALLE,CALIFORNIA,1721.0,,,,,,FRACCIONAMIENTO,CALIFORNIA,,,,22840.0,7911,18,,,,Fijo,31.85287837,-116.5914786,2024-11,2,1,811420,
72860,02001811420000091000000000U4,TAPICERIA LA TAPICERIA,,0 a 5 personas,AVENIDA,CASTILLO,CALLE,SEXTA,CALLE,SEPTIMA,CALLE,CALLE CASTLLO,662.0,,,,,,COLONIA,22860,,,,22810.0,666,20,6461987541.0,,,Fijo,31.86667698,-116.6175166,2010-07,2,1,811420,
7155796,02001722514003161000000000U0,TAPICERIA LEON,,0 a 5 personas,CALLE,VIDALES,CALLE,CARRIZO,CALLE,LIBRAMIENTO CIRCUITO ORIENTE,CALLE,SAN SEBASTIAN,240.0,,,,0.0,,FRACCIONAMIENTO,ARCOIRIS,,,,22810.0,1043,36,,,,Fijo,31.87713475,-116.575328,2019-11,2,1,811420,
11331491,02001811420000791000000000U9,TAPICERIA MENDOZA,,0 a 5 personas,CALLE,TEJUPAN,CALLE,SEGUNDA,AVENIDA,IGNACIO ZARAGOZA,CALLE,ESTANQUE,0.0,SN,,,,,EJIDO,22790,,,,22794.0,9782,1,6461080429.0,,,Semifijo,31.67499851,-116.5066783,2024-11,2,1,811420,
8849613,02001811420000691000000000U1,TAPICERIA OLA,,0 a 5 personas,CALLE,NOVENA,AVENIDA,MIRAMAR,AVENIDA,RIVEROLL,CALLE,OCTAVA,893.0,,,,,,COLONIA,22860,,,,22800.0,651,16,,,,Fijo,31.8706278,-116.6207058,2019-11,2,1,811420,
72525,02001811420000301010000000U7,TAPICERIA PACO S,,0 a 5 personas,AVENIDA,K,CALLE,PRIMERA,CALLE,IGNACIO ALLENDE,AVENIDA,NINGUNO,1114.0,,,,,,COLONIA,POPULAR 2,,,,22819.0,435,55,6462091631.0,,,Fijo,31.89222123,-116.6047151,2010-07,2,1,811122,
10166021,02001811420000841000000000S2,TAPICERIA PACOS,,0 a 5 personas,BOULEVARD,GERANIOS,CALLE,CIPRES,CALLE,CAOBA,CALLE,ALMENDRO,134.0,,,,,,COLONIA,LAS LOMITAS,,,,22810.0,7714,2,,,,Fijo,31.89002506,-116.5916326,2024-11,2,1,811420,
71051,02001811420000251000000000U4,TAPICERIA RAMONEZ,,0 a 5 personas,BOULEVARD,EMILIO CARRANZA,AVENIDA,JIMENEZ,AVENIDA,JOSE MARIA MORELOS Y PAVON,CALZADA,CALZADA DE LAS AGUILAS,900.0,B,,,0.0,,COLONIA,AVIACION,,,,22840.0,7841,23,6461762158.0,,,Fijo,31.86468391,-116.6002555,2010-07,2,1,811420,
10458225,02001811420000801000000000U6,TAPICERIA REYES,,0 a 5 personas,BOULEVARD,LICENCIADO PROFESOR DAVID SOKOLOW,CALLE,CASTAÃO,CALLE,CEDRO,CALLE,ARAUCARA,100.0,,,,2.0,,COLONIA,LAS LOMITAS,,,,22810.0,7714,27,,,,Fijo,31.88709905,-116.5886827,2024-11,2,1,811420,
70853,02001811420000171000000000U4,TAPICERIA ROCHA,,0 a 5 personas,AVENIDA,JOSE MARIA MORELOS Y PAVON,CALLE,CORAL,BOULEVARD,EMILIO CARRANZA,AVENIDA,JIMENEZ,429.0,,,,0.0,,COLONIA,AVIACION,,,,22840.0,7841,24,,,,Fijo,31.86554304,-116.6000202,2010-07,2,1,811420,
99940,02001811420000521000000000U0,TAPICERIA SANTA MONICA,,0 a 5 personas,CALLE,ZERTUCHE,AVENIDA,FRANCISCO VILLA,BOULEVARD,ANTONIO MELENDREZ (EL MIRADOR),CALLE,ZERTUCHE,,DOMICILIO CONOCIDO,,,0.0,,COLONIA,AEROPUERTO,,,,22785.0,8021,24,6461195105.0,JCAMPOS63@HOTMAIL.COM,,Fijo,31.79307574,-116.5870436,2010-07,2,1,811420,
134580,02001811420000311000000000U6,TAPICERIA SAUL,,0 a 5 personas,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,NUEVE,CALLE,CORAL,CALLE,CORAL,523.0,,,,0.0,,COLONIA,BUSTAMANTE,,,,22840.0,740,18,6461084717.0,,,Fijo,31.86591312,-116.6036359,2010-07,2,1,811420,
7634052,02001811420000621000000000U8,TAPICERIA SIN NOMBRE,,0 a 5 personas,CALLE,SAUCE,CALLE,PIRUL,PRIVADA,JAZMIN,PRIVADA,SECOYA,124.0,,,,,,COLONIA,LAS LOMITAS,,,,22810.0,6006,39,,,,Fijo,31.88792163,-116.5779911,2019-11,2,1,811420,
6908256,02001811122000141000000000U9,TAPICERIA SIN NOMBRE,,0 a 5 personas,CALLE,8 NORTE,CALLE,JOSE MARIA MORELOS Y PAVON,AVENIDA,HIDALGO OESTE,CALLE,7 NORTE,262.0,,,,0.0,,COLONIA,CHAPULTEPEC,,,,22785.0,8055,23,6461463430.0,,,Fijo,31.78308106,-116.6071155,2019-11,2,1,811122,
6909370,02001811420000641000000000U6,TAPICERIA TOÃO,,0 a 5 personas,CALLE,DELANTE,CALLE,PUERTO VALLARTA,CALLE,COCULA,CALLE,GUADALAJARA,0.0,SN,,,0.0,,COLONIA,JALISCO,,,,22850.0,7930,7,,,,Fijo,31.85509948,-116.5758119,2019-11,2,1,811420,
72384,02001811420000401000000000U5,TAPICERIA VEGA,,0 a 5 personas,AVENIDA,MIGUEL HIDALGO Y COSTILLA,AVENIDA,BENITO JUAREZ (QUINTA),CALLE,SEXTA,AVENIDA,GUADALUPE,533.0,,,,,,COLONIA,OBRERA,,,,22830.0,736,2,6461734552.0,VEGAGABRIEL5403@GMAIL.COM,,Fijo,31.86305205,-116.6123486,2010-07,2,1,811420,
71490,02001811121000481000000000U1,TAPICERIA Y CARROCERIA VERDUGOS,,0 a 5 personas,AVENIDA,ESPINOZA,CALLE,JUAN RODRIGUEZ CABRILLO,AVENIDA,ADOLFO LOPEZ MATEOS,AVENIDA,MAR,0.0,SN,,,,,COLONIA,OBRERA,,,,22830.0,736,39,6461317250.0,,,Fijo,31.86024724,-116.6180351,2010-07,2,1,811122,
96926,02001811420000481000000000U7,TAPICERIA Y MAS,,0 a 5 personas,AVENIDA,NICOLAS BRAVO,BOULEVARD,EMILIO CARRANZA,CALZADA,CALZADA DE LAS AGUILAS,AVENIDA,FRANCISCO MINA,495.0,36,,,0.0,,COLONIA,AVIACION,,,,22840.0,7837,19,6461611355.0,,,Fijo,31.86423759,-116.6012376,2014-12,2,1,811420,
93691,02001811420000551000000000U7,TAPICERIA ZURITA,,0 a 5 personas,CALLE,IGNACIO ALLENDE,CALLE,ARGENTA,CALLE,VERACRUZ,CALLE,IGNACIO ALLENDE,29.0,,,,,,COLONIA,POPULAR 2,,,,22819.0,435,38,6461920287.0,,,Fijo,31.88902861,-116.6080317,2014-12,2,1,811420,
10386964,02001811111008541000000000U5,TARRER MECANICO,,0 a 5 personas,CALLE,PLUTARCO ELIAS CALLES,CALLE,LAURA,CALLE,GUADALUPE VICTORIA,CALLE,MANUEL AVILA CAMACHO,663.0,,,,,,COLONIA,REFORMA,,,,22830.0,670,14,,,,Fijo,31.87266622,-116.6009574,2024-11,2,1,811111,
7805740,02001812110013001000000000U4,TATOO & ARTWORK,,0 a 5 personas,AVENIDA,RUIZ,CALLE,SEGUNDA,CALLE,PRIMERA (ADOLFO LOPEZ MATEOS),AVENIDA,RUIZ,153.0,,,,6.0,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,717,7,6461945316.0,,,Fijo,31.8652757,-116.6284012,2019-11,2,1,812110,
10607745,02001812110024101000000000U9,TATTO ADRI,,0 a 5 personas,CALLE,ALFONSO GARCIA GONZALEZ,AVENIDA,CARRETERA TRANSPENINSULAR,CALLE,MIGUEL ALEMAN,CALLE,AQUILES SERDAN,162.0,,CENTRO COMERCIAL NACIONALISTA,PLANTA BAJA,0.0,,PUEBLO,MANEADERO,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL NACIONALISTA,CENTRO COMERCIAL NACIONALISTA,22790.0,603A,13,6469472609.0,,,Fijo,31.73053899,-116.5787836,2024-11,2,1,812110,
9795368,02001812110022071000000000U6,TATTO ARGE,,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,AVENIDA,LA MARINA,CALLEJON,MIRAMAR,BOULEVARD,LAZARO CARDENAS,580.0,,,,,,COLONIA,PLAYA DE ENSENADA,,,,22800.0,632,8,,,,Fijo,31.86228645,-116.6287612,2024-11,2,1,812110,
63753,02001812110009431000000000U9,TATTOO DEATHLE ROSE,,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,AVENIDA,MIRAMAR,CALLE,MACHEROS,CALLE,PRIMERA (ADOLFO LOPEZ MATEOS),609.0,13,HOTEL SANTO TOMAS,PISO 1,3.0,,COLONIA,SECCIÃN PRIMERA,,HOTEL SANTO TOMAS,HOTEL SANTO TOMAS,22800.0,717,16,6461853393.0,CHUY_98A@HOTMAIL.COM,,Fijo,31.86217878,-116.6267935,2010-07,2,1,812110,
11341548,02001812110021821000000000U5,TATTOO STUDIO,,0 a 5 personas,CALLE,SEPTIMA,AVENIDA,MAR,AVENIDA,CASTILLO,CALLE,OCTAVA,1129.0,,,,,,COLONIA,22860,,,,22800.0,666,13,,,,Fijo,31.86703567,-116.6171264,2024-11,2,1,812110,
9550772,02001812110024031000000000U8,TATTOS VIDA BELLA,,0 a 5 personas,CALLE,PRIMERA ADOLFO LOPEZ MATEOS,AVENIDA,GASTELUM,AVENIDA,RUIZ,CALLE,SEGUNDA,453.0,,,,5.0,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,717,6,6461324939.0,,,Fijo,31.86423045,-116.6283921,2024-11,2,1,812110,
6908593,02001812110014041000000000U9,TATUAJES POR SIEMPRE,,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,AVENIDA,ALVARADO,AVENIDA,BLANCARTE,CALLE,JUAN RODRIGUEZ CABRILLO,925.0,,PLAZA BLANCA,PLANTA BAJA,0.0,,COLONIA,22800,CENTRO Y PLAZA COMERCIAL,PLAZA BLANCA,PLAZA BLANCA,22800.0,721,15,,,,Fijo,31.86145446,-116.6229029,2019-11,2,1,812110,
6929740,02001812110015101000000000U0,TBARBER SHOP,,0 a 5 personas,BOULEVARD,EMILIANO ZAPATA,CALLE,LUIS SPOTA,CALLE,OCTAVIO PAZ,BOULEVARD,EMILIANO ZAPATA,262.0,,,,0.0,,COLONIA,AEROPUERT0,,,,22785.0,8021,31,6462278101.0,,,Fijo,31.79713798,-116.5901057,2019-11,2,1,812110,
6908066,02001812110013551000000000U8,TC MAKEUP,,0 a 5 personas,CALLE,JUAN RODRIGUEZ CABRILLO,AVENIDA,JUAN ALDAMA,AVENIDA,GRANADA,CALLE,TERCERA,1981.0,,PLAZA BONITA,PLANTA BAJA,12.0,,COLONIA,GRANADOS,CENTRO Y PLAZA COMERCIAL,PLAZA BONITA,PLAZA BONITA,22830.0,076A,14,,,,Fijo,31.85789924,-116.6092906,2019-11,2,1,812110,
99951,02001337120000701000000000U9,TC SERVICIO Y MANTENIMIENTO,,0 a 5 personas,CALLE,JAIME SABINES,CALLE,GENERAL PORFIRIO DIAZ,BOULEVARD,ANTONIO MELENDREZ (EL MIRADOR),CALLE,JAIME SABINES,488.0,,,,0.0,,COLONIA,AEROPUERTO,,,,22785.0,8021,11,,,,Fijo,31.79149432,-116.5876994,2014-12,2,1,811312,
9137322,02001812210001521000000000U3,TEAM CLEAN,,0 a 5 personas,CALZADA,CALZADA DE LAS AGUILAS,AVENIDA,MATAMOROS,AVENIDA,GALEANA,CALLE,16 DE SEPTIEMBRE,575.0,,,,0.0,,COLONIA,INDEPENDENCIA,,,,22840.0,7837,3,6462262864.0,,,Fijo,31.86326337,-116.602896,2019-11,2,1,812210,
11568925,02001813210009761000000000U6,TEAM KAIROS CENTER ENSENADA,TEAM KAIROS ENSENADA AR,0 a 5 personas,CALLE,CUARTA,AVENIDA,EUSEBIO FRANCISCO KINO,CALZADA,CORTEZ,CALLE,EZEQUIEL CHAVEZ,2098.0,,,,,,COLONIA,LOS MAESTROS,,,,22840.0,789,37,,,,Fijo,31.86362594,-116.5858013,2024-11,2,1,813210,
11227373,02001811211001031000000000U2,TECH SOLUTIONS,,0 a 5 personas,BOULEVARD,GENERAL JUAN ZERTUCHE,CALLE,LAGO DE TEXCOCO,CALLE,LAGO DE CHAPALA,BOULEVARD,GENERAL JUAN ZERTUCHE,639.0,,,,1.0,,FRACCIONAMIENTO,VALLE DORADO,,,,22890.0,5968,15,3461977727.0,,,Fijo,31.83325604,-116.5986074,2024-11,2,1,811211,
7078559,02001811219001011000000000U7,TECHNIK CELL,,0 a 5 personas,CALLE,SEXTA PERIFERICO,AVENIDA,GREGORIO TORRES QUINTERO,AVENIDA,LIBERTAD,CALLE,QUINTA,0.0,SN,,,0.0,,COLONIA,LOS MAESTROS,,,,22840.0,789,25,,,,Fijo,31.86508499,-116.5824044,2019-11,2,1,811219,
96023,02001811493000241000000000U2,TECHNOBIKES,,0 a 5 personas,AVENIDA,MANUEL M PONCE,CALLE,EZEQUIEL CHAVEZ,CALLE,CUARTA,AVENIDA,IGNACIO MANUEL ALTAMIRANO,357.0,,,,0.0,,COLONIA,LOS MAESTROS,,,,22840.0,789,8,,,,Fijo,31.86634751,-116.5873735,2014-12,2,1,811493,
8677201,02001811219001201000000000U4,TECNI CELL,,0 a 5 personas,AVENIDA,BRONCE,CALLE,GENERAL AYALA,PRIVADA,NINGUNO,AVENIDA,BRONCE,,SN,,,,,COLONIA,BRONCE,,,,22890.0,7790,40,,,,Fijo,31.87413458,-116.6067655,2019-11,2,1,811219,
64009,02001811111001521000000000U4,TECNICA AUTOMOTRIZ,,0 a 5 personas,CALLE,BAHIA MAGDALENA,CALLE,FLORESTA,AVENIDA,LAS PALMAS,AVENIDA,PEDRO LOYOLA,384.0,,,,0.0,,COLONIA,PLAYA HERMOSA,,,,22890.0,929,44,,,,Fijo,31.83265285,-116.6047994,2010-07,2,1,811111,
